ticket_id,ticket_text,issue_type,urgency_level,product,clean_text
890,Can't log in to my account. Keeps showing unknown issue. Help!,Account Access,Low,ProTab X1,log account keep show unknown issue help
891,"Order #97243 for FitRun Treadmill is 16 days late. Ordered on 20 March. Also, I contacted support on 20 March but got no response.",Late Delivery,High,FitRun Treadmill,order fitrun treadmill day late order march also contact support march get response
892,RoboChef Blender is wrong item. It stopped working after just 4 days.,Product Defect,High,RoboChef Blender,robochef blender wrong item stop work day
893,"Can you tell me more about the SmartWatch V2 warranty? Also, is it available in red?",General Inquiry,High,SmartWatch V2,tell smartwatch v warranty also available red
894,I ordered SmartWatch V2 but got UltraClean Vacuum instead. My order number is #89720.,unknown,Low,SmartWatch V2,order smartwatch v get ultraclean vacuum instead order number
895,Payment issue for my RoboChef Blender. I was debited incorrectly for order #59153.,Billing Problem,High,RoboChef Blender,payment issue robochef blender debit incorrectly order
896,Payment issue for my SmartWatch V2. I was charged twice for order #50217.,Billing Problem,Medium,SmartWatch V2,payment issue smartwatch v charge twice order
897,"Received wrong product, order mixed up.",Wrong Item,Low,EcoBreeze AC,receive wrong product order mix
898,"Can you tell me more about the Vision LED TV warranty? Also, is it available in red? Also, I contacted support on 13 April but got no response.",General Inquiry,High,Vision LED TV,tell vision lead tv warranty also available red also contact support april get response
899,I ordered  but got RoboChef Blender instead. My order number is #32296.,Wrong Item,High,Vision LED TV,order get robochef blender instead order number
900,"Can't log in to my account. Keeps showing reset required. Help! Also, I contacted support on 15 April but got no response.",Account Access,Medium,PowerMax Battery,log account keep show reset require help also contact support april get response
902, is missing. It stopped working after just 5 days.,Product Defect,High,UltraClean Vacuum,miss stop work day
903,Facing installation issue with FitRun Treadmill. Setup fails at step 2.,Installation Issue,Medium,FitRun Treadmill,face installation issue fitrun treadmill setup fail step
904,I ordered FitRun Treadmill but got SoundWave 300 instead. My order number is #50409.,Wrong Item,High,FitRun Treadmill,order fitrun treadmill get soundwave instead order number
905,Can't log in to my account. Keeps showing reset required. Help!,Account Access,Medium,Vision LED TV,log account keep show reset require help
906,Facing installation issue with EcoBreeze AC. Setup fails at step 1.,Installation Issue,Low,EcoBreeze AC,face installation issue ecobreeze ac setup fail step
907,Can't log in to my account. Keeps showing blocked. Help!,Account Access,unknown,SmartWatch V2,log account keep show block help
908,Can't log in to my account. Keeps showing unknown issue. Help!,Account Access,Low,UltraClean Vacuum,log account keep show unknown issue help
909,Payment issue for my SmartWatch V2. I was charged twice for order #76501.,Billing Problem,Low,SmartWatch V2,payment issue smartwatch v charge twice order
910,Facing installation issue with EcoBreeze AC. Setup fails at step 6.,Installation Issue,High,EcoBreeze AC,face installation issue ecobreeze ac setup fail step
911,"Payment issue fr mi Vision LED TV. I was debited incorrectly fr order #70312. Also, I contacted support on 27 March but got no response.",Billing Problem,Medium,Vision LED TV,payment issue fr mi vision lead tv debit incorrectly fr order also contact support march get response
912,I ordered FitRun Treadmill but got FitRun Treadmill instead. My order number is #38356.,Wrong Item,Medium,FitRun Treadmill,order fitrun treadmill get fitrun treadmill instead order number
913,Facing installation issue with FitRun Treadmill. Setup fails at step 6. Delivery expected by 26 April.,Installation Issue,Low,FitRun Treadmill,face installation issue fitrun treadmill setup fail step delivery expect april
914,"Can you tell me more about the  warranty? Also, is it available in white?",General Inquiry,Medium,RoboChef Blender,tell warranty also available white
915,Order #37396 for PowerMax Battery is 18 days late. Ordered on 26 March.,Late Delivery,Low,PowerMax Battery,order powermax battery day late order march
916,"PowerMax Battery is late. It stopped working after just 6 days. Also, I contacted support on 28 March but got no response.",Product Defect,Medium,PowerMax Battery,powermax battery late stop work day also contact support march get response
917,I ordered  but got EcoBreeze AC instead. My order number is #37027.,unknown,High,Vision LED TV,order get ecobreeze ac instead order number
918,Order #31522 for PhotoSnap Cam is 3 days late. Ordered on 17 April.,Late Delivery,Low,PhotoSnap Cam,order photosnap cam day late order april
919,Can't log in to my account. Keeps showing captcha failed. Help!,Account Access,Low,PhotoSnap Cam,log account keep show captcha fail help
921,Payment issue for my RoboChef Blender. I was not refunded for order #73665.,Billing Problem,Medium,RoboChef Blender,payment issue robochef blender refund order
923,"Can you tell me more about the PhotoSnap Cam warranty? Also, is it available in red?",General Inquiry,Low,PhotoSnap Cam,tell photosnap cam warranty also available red
924,I ordered EcoBreeze AC but got EcoBreeze AC instead. My order number is #75836.,Wrong Item,Medium,EcoBreeze AC,order ecobreeze ac get ecobreeze ac instead order number
925,Account problem. Assistance needed.,Account Access,High,EcoBreeze AC,account problem assistance need
926,"I ordered Vision LED TV but got UltraClean Vacuum instead. My order number is #60696. Also, I contacted support on 15 March but got no response.",Wrong Item,Low,Vision LED TV,order vision lead tv get ultraclean vacuum instead order number also contact support march get response
927,Payment issue for my RoboChef Blender. I was underbilled for order #97829.,Billing Problem,Medium,RoboChef Blender,payment issue robochef blender underbilled order
928,ProTab X1 is no response. It stopped working after just 7 days.,Product Defect,Medium,ProTab X1,protab x response stop work day
930,Both my EcoBreeze AC and EcoBreeze AC are lost. Both giving issues.,Product Defect,High,EcoBreeze AC,ecobreeze ac ecobreeze ac lose give issue
931,Facing installation issue with EcoBreeze AC. Setup fails at step 3.,Installation Issue,Low,EcoBreeze AC,face installation issue ecobreeze ac setup fail step
932,Facing installation issue with PhotoSnap Cam. Setup fails at step 2.,unknown,Low,PhotoSnap Cam,face installation issue photosnap cam setup fail step
933,I ordered Vision LED TV but got PhotoSnap Cam instead. My order number is #55731.,Wrong Item,Medium,Vision LED TV,order vision lead tv get photosnap cam instead order number
934,Payment issue for my . I was debited incorrectly for order #92245.,Billing Problem,Low,SmartWatch V2,payment issue debit incorrectly order
935,Can't log in to my account. Keeps showing captcha failed. Help!,Account Access,Low,RoboChef Blender,log account keep show captcha fail help
936,Can't log in to my account. Keeps showing blocked. Help!,Account Access,High,ProTab X1,log account keep show block help
937,Order #68327 for SoundWave 300 is 9 days late. Ordered on 27 April.,Late Delivery,Low,SoundWave 300,order soundwave day late order april
938,Payment issue for my PhotoSnap Cam. I was underbilled for order #42289. Delivery expected by 18 May.,unknown,Medium,PhotoSnap Cam,payment issue photosnap cam underbilled order delivery expect may
939,"Can you tell me more about the RoboChef Blender warranty? Also, is it available in red?",General Inquiry,Low,RoboChef Blender,tell robochef blender warranty also available red
940,Facing installation issue with . Setup fails at step 2.,Installation Issue,Low,EcoBreeze AC,face installation issue setup fail step
941,"Can you tell me more about the FitRun Treadmill warranty? Also, is it available in red?",General Inquiry,Medium,FitRun Treadmill,tell fitrun treadmill warranty also available red
942,Order #26699 for Vision LED TV is 6 days late. Ordered on 11 March.,unknown,Low,Vision LED TV,order vision lead tv day late order march
943,"Payment problem for order #71097. Need urgent help. Also, I contacted support on 14 April but got no response.",Billing Problem,Low,EcoBreeze AC,payment problem order need urgent help also contact support april get response
945,Is this item in stock? Delivery expected by 05 March.,General Inquiry,Medium,UltraClean Vacuum,item stock delivery expect march
946,Order #26064 for Vision LED TV is 18 days late. Ordered on 26 March.,Late Delivery,Low,Vision LED TV,order vision lead tv day late order march
947,I ordered ProTab X1 but got FitRun Treadmill instead. My order number is #34126. Delivery expected by 09 May.,Wrong Item,Low,ProTab X1,order protab x get fitrun treadmill instead order number delivery expect may
948,"Order #77825 for  is 12 days late. Ordered on 06 April. Also, I contacted support on 06 April but got no response.",Late Delivery,Low,SmartWatch V2,order day late order april also contact support april get response
949,Want to know more about warranty.,General Inquiry,High,RoboChef Blender,want know warranty
950, is wrong item. It stopped working after just 3 days.,Product Defect,Low,RoboChef Blender,wrong item stop work day
952,"Payment issue for my EcoBreeze AC. I was not refunded for order #96984. Also, I contacted support on 10 March but got no response.",Billing Problem,High,EcoBreeze AC,payment issue ecobreeze ac refund order also contact support march get response
953,Not able to install my product.,unknown,Low,EcoBreeze AC,able install product
954,Order #76260 for  is 9 days late. Ordered on 15 May.,Late Delivery,Low,ProTab X1,order day late order may
955,"Payment issue for my SoundWave 300. I was charged twice for order #65339. Also, I contacted support on 17 March but got no response.",Billing Problem,Low,SoundWave 300,payment issue soundwave charge twice order also contact support march get response
956,I ordered ProTab X1 but got FitRun Treadmill instead. My order number is #25354.,Wrong Item,Low,ProTab X1,order protab x get fitrun treadmill instead order number
957,Order #91345 for ProTab X1 is 3 days late. Ordered on 10 April.,Late Delivery,Medium,ProTab X1,order protab x day late order april
958, is error. It stopped working after just 12 days.,Product Defect,High,UltraClean Vacuum,error stop work day
959,Payment issue for my . I was overbilled for order #46165.,Billing Problem,unknown,PowerMax Battery,payment issue overbille order
960,"Received wrong product, order mixed up.",Wrong Item,Medium,PhotoSnap Cam,receive wrong product order mix
961,"Can you tell me more about the PowerMax Battery warranty? Also, is it available in blue?",General Inquiry,unknown,PowerMax Battery,tell powermax battery warranty also available blue
962,"Can you tell me more about the Vision LED TV warranty? Also, is it available in white?",General Inquiry,Low,Vision LED TV,tell vision lead tv warranty also available white
963," is not working. It stopped working after just 5 days. Also, I contacted support on 03 May but got no response.",Product Defect,High,EcoBreeze AC,work stop work day also contact support may get response
964,"Can you tell me more about the  warranty? Also, is it available in black? Also, I contacted support on 18 May but got no response.",unknown,Low,PhotoSnap Cam,tell warranty also available black also contact support may get response
965,Facing installation issue wit . Setup fails at step 1.,Installation Issue,Medium,RoboChef Blender,face installation issue wit setup fail step
966,Can't log in to my account. Keeps showing captcha failed. Help!,Account Access,Medium,ProTab X1,log account keep show captcha fail help
967,Payment issue for my ProTab X1. I was not refunded for order #57541.,Billing Problem,High,ProTab X1,payment issue protab x refund order
968,Can't log in to my account. Keeps showing captcha failed. Help!,Account Access,Low,SoundWave 300,log account keep show captcha fail help
969,I ordered UltraClean Vacuum but got RoboChef Blender instead. My order number is #40823. Delivery expected by 04 May.,Wrong Item,High,UltraClean Vacuum,order ultraclean vacuum get robochef blender instead order number delivery expect may
970,I ordered ProTab X1 but got FitRun Treadmill instead. My order number is #74338.,Wrong Item,Medium,ProTab X1,order protab x get fitrun treadmill instead order number
971,"Can't log in to my account. Keeps showing captcha failed. Help! Also, I contacted support on 16 March but got no response.",Account Access,Low,PowerMax Battery,log account keep show captcha fail help also contact support march get response
972,"Can you tell me more about the FitRun Treadmill warranty? Also, is it available in blue? Also, I contacted support on 29 April but got no response.",General Inquiry,Low,FitRun Treadmill,tell fitrun treadmill warranty also available blue also contact support april get response
973,ProTab X1 is charged. It stopped working after just 12 days.,unknown,High,ProTab X1,protab x charge stop work day
974,I ordered RoboChef Blender but got RoboChef Blender instead. My order number is #38197.,Wrong Item,High,RoboChef Blender,order robochef blender get robochef blender instead order number
975," is damaged. It stopped working after just 8 days. Also, I contacted support on 03 April but got no response.",Product Defect,unknown,UltraClean Vacuum,damage stop work day also contact support april get response
976,"Can you tell me more about the SoundWave 300 warranty? Also, is it available in blue?",General Inquiry,Medium,SoundWave 300,tell soundwave warranty also available blue
977,Can't log in to my account. Keeps showing unknown issue. Help!,Account Access,Medium,RoboChef Blender,log account keep show unknown issue help
978,Payment issue for my Vision LED TV. I was overbilled for order #82579.,Billing Problem,High,Vision LED TV,payment issue vision lead tv overbille order
979,Can't log in to my account. Keeps showing captcha failed. Help!,Account Access,Low,FitRun Treadmill,log account keep show captcha fail help
980,Can't log in to my account. Keeps showing unknown issue. Help!,Account Access,High,PhotoSnap Cam,log account keep show unknown issue help
981,"Payment issue for my SmartWatch V2. I was underbilled for order #43566. Also, I contacted support on 09 March but got no response.",Billing Problem,Medium,SmartWatch V2,payment issue smartwatch v underbilled order also contact support march get response
982,Payment issue fr mi ProTab X1. I was not refunded fr order #49840.,Billing Problem,Medium,ProTab X1,payment issue fr mi protab x refund fr order
984,Facing installation issue with . Setup fails at step 3.,Installation Issue,Medium,UltraClean Vacuum,face installation issue setup fail step
985,I ordered Vision LED TV but got PowerMax Battery instead. My order number is #95065.,Wrong Item,Medium,Vision LED TV,order vision lead tv get powermax battery instead order number
986,"Can you tell me more about the PhotoSnap Cam warranty? Also, is it available in black?",General Inquiry,Medium,PhotoSnap Cam,tell photosnap cam warranty also available black
987,Payment issue for my . I was debited incorrectly for order #21290.,Billing Problem,High,UltraClean Vacuum,payment issue debit incorrectly order
988,Product info needed.,General Inquiry,Low,FitRun Treadmill,product info need
989,Order #97942 for FitRun Treadmill is 13 days late. Ordered on 05 May.,Late Delivery,High,FitRun Treadmill,order fitrun treadmill day late order may
990,Order #46084 for  is 11 days late. Ordered on 16 May.,Late Delivery,Low,RoboChef Blender,order day late order may
991,Facing installation issue with ProTab X1. Setup fails at step 6.,unknown,Medium,ProTab X1,face installation issue protab x setup fail step
992,"Both my FitRun Treadmill and PhotoSnap Cam are missing. Both giving issues. Also, I contacted support on 09 March but got no response.",Product Defect,Medium,FitRun Treadmill,fitrun treadmill photosnap cam miss give issue also contact support march get response
994,"Received wrong product, order mixed up.",Wrong Item,High,ProTab X1,receive wrong product order mix
995,Is this item in stock?,General Inquiry,High,RoboChef Blender,item stock
996,I ordered EcoBreeze AC but got FitRun Treadmill instead. My order number is #23620.,Wrong Item,High,EcoBreeze AC,order ecobreeze ac get fitrun treadmill instead order number
997,"I ordered SoundWave 300 but got PowerMax Battery instead. My order number is #72311. Also, I contacted support on 22 April but got no response.",Wrong Item,Low,SoundWave 300,order soundwave get powermax battery instead order number also contact support april get response
999,Payment issue fr mi SoundWave 300. I was debited incorrectly fr order #64366.,Billing Problem,Low,SoundWave 300,payment issue fr mi soundwave debit incorrectly fr order
1000,PowerMax Battery is missing. It stopped working after just 1 days.,Product Defect,Low,PowerMax Battery,powermax battery miss stop work day
